"TIME","RBD","UNIT","WW_TPAR","WW_TP","Value","Flag and Footnotes"
"2012","Skagerrak and Kattegat - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","15",""
"2012","Switzerland","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Switzerland","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Switzerland","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Rhine - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Rhine - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Rhine - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Rhône - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Rhône - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Rhône - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Po - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Po - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Po - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Danube - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Danube - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Danube - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Adige - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Adige - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Adige - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Serbia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","327",""
"2012","Serbia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","87",""
"2012","Serbia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","44",""
"2012","Danube (RS)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","184",""
"2012","Danube (RS)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","44",""
"2012","Danube (RS)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","30",""
"2012","Sava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","37",""
"2012","Sava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","18",""
"2012","Sava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","4",""
"2012","Morava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","106",""
"2012","Morava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","25",""
"2012","Morava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","10",""
"2012","Turkey","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","957",""
"2012","Turkey","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3,077",""
"2012","Turkey","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","195",""
"2013","Scheldt/Escaut - RBD (BE-Brussels)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2013","Scheldt/Escaut - RBD (BE-Brussels)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2013","Scheldt/Escaut - RBD (BE-Brussels)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2013","Schelde/Escaut - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2013","Schelde/Escaut - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2013","Schelde/Escaut - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2013","Maas/Meuse - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2013","Maas/Meuse - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2013","Maas/Meuse - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2013","Bulgaria","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","10",""
"2013","Bulgaria","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","54",""
"2013","Bulgaria","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","26",""
"2013","Danube - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","6",""
"2013","Danube - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","12",""
"2013","Danube - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","8",""
"2013","Black Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","2",""
"2013","Black Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","15",""
"2013","Black Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","10",""
"2013","East Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","1",""
"2013","East Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","19",""
"2013","East Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","7",""
"2013","West Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","1",""
"2013","West Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","8",""
"2013","West Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1",""
"2013","Czech Republic","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","50",""
"2013","Czech Republic","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","1,314",""
"2013","Czech Republic","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1,272",""
"2013","Danube - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","7",""
"2013","Danube - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","313",""
"2013","Danube - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","369",""
"2013","Dyje / Thaya","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","4",""
"2013","Dyje / Thaya","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","140",""
"2013","Dyje / Thaya","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","213",""
"2013","Morava / March (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","3",""
"2013","Morava / March (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","173",""
"2013","Morava / March (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","156",""
"2013","Labe / Elbe - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","33",""
"2013","Labe / Elbe - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","883",""
"2013","Labe / Elbe - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","799",""
