"TIME","RBD","WAT_PROC","NACE_R2","UNIT","Value","Flag and Footnotes"
"2002","Tide-Weser","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Tide-Weser","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Tide-Weser","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Elbe / Labe - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Elbe / Labe - RBD (DE)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Elbe / Labe - RBD (DE)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Elbe / Labe - RBD (DE)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Elbe / Labe - RBD (DE)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Mulde-Elbe-Schwarze Elster","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Mulde-Elbe-Schwarze Elster","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Mulde-Elbe-Schwarze Elster","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Mulde-Elbe-Schwarze Elster","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Mulde-Elbe-Schwarze Elster","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Mittelelbe-Elde","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Mittelelbe-Elde","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Mittelelbe-Elde","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Mittelelbe-Elde","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Mittelelbe-Elde","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Havel","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Havel","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Havel","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Havel","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Havel","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Tide-Elbe","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Tide-Elbe","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Tide-Elbe","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Tide-Elbe","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Tide-Elbe","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Oder / Odra - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Oder / Odra - RBD (DE)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Oder / Odra - RBD (DE)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Oder / Odra - RBD (DE)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Oder / Odra - RBD (DE)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Maas / Meuse - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Maas / Meuse - RBD (DE)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Maas / Meuse - RBD (DE)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Maas / Meuse - RBD (DE)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Maas / Meuse - RBD (DE)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2002","Eider - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2002","Eider - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2002","Eider - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2002","Eider - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2002","Eider - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
